Id,Label,timeset,modularity_class
Insel gehört Alkohol,Insel gehört Alkohol,,55
Alkohol auszukommen,Alkohol auszukommen,,55
Deuschland Gesellschaftsdroge Alkohol,Deuschland Gesellschaftsdroge Alkohol,,55
Öko-Barometer Regionale Herkunft,Öko-Barometer Regionale Herkunft,,21
aktuelle Öko-Barometer Spitzenreiter,aktuelle Öko-Barometer Spitzenreiter,,21
Spitzenreiter sind Gemüse,Spitzenreiter sind Gemüse,,21
Obst und Eier,Obst und Eier,,21
Eier Bio,Eier Bio,,21
Regionale Herkunft,Regionale Herkunft,,21
Appetit auf Bio-Lebensmittel,Appetit auf Bio-Lebensmittel,,21
Supermarkt Das steckt,Supermarkt Das steckt,,21
leckere Herbstrezepte Tagliatelle,leckere Herbstrezepte Tagliatelle,,56
Tagliatelle mit Pfifferlingen,Tagliatelle mit Pfifferlingen,,56
Apfelgrütze mit Zimtjoghurt,Apfelgrütze mit Zimtjoghurt,,56
Herbstrezepte Tagliatelle,Herbstrezepte Tagliatelle,,56
Pflaumen-Crumble Apfelgrütze,Pflaumen-Crumble Apfelgrütze,,56
leckere Herbstrezepte,leckere Herbstrezepte,,56
Gründe für einheimische,Gründe für einheimische,,56
Herbstzeit ist Erntezeit,Herbstzeit ist Erntezeit,,56
leckere Herbstrezepte Herbstzeit,leckere Herbstrezepte Herbstzeit,,56
Herbstrezepte Herbstzeit,Herbstrezepte Herbstzeit,,56
BSS Deutsche Pflegeallianz,BSS Deutsche Pflegeallianz,,57
Viren und Bakterien,Viren und Bakterien,,57
Bakterien in Schach,Bakterien in Schach,,57
Themengebiet der Pflege,Themengebiet der Pflege,,57
Pflege als Ratgeber,Pflege als Ratgeber,,57
Ratgeber zur Seite,Ratgeber zur Seite,,57
Hilfestellung für Betroffene,Hilfestellung für Betroffene,,57
Deutsche Pflegeallianz GmbH,Deutsche Pflegeallianz GmbH,,57
Pandemie Desinfektionsmittel einfach,Pandemie Desinfektionsmittel einfach,,57
Händehygiene im Abo,Händehygiene im Abo,,57
Kaffee trinken,Kaffee trinken,,58
Herzflattern Herzklopfen,Herzflattern Herzklopfen,,58
Kaffee Überraschung,Kaffee Überraschung,,58
Kaffee trinken gesund,Kaffee trinken gesund,,58
Herz rast,Herz rast,,58
trinken ohne Herzflattern,trinken ohne Herzflattern,,58
senkt das Risiko,senkt das Risiko,,58
Kaffee,Kaffee,,58
täglichen Tassen Kaffee,täglichen Tassen Kaffee,,58
Gruppe,Gruppe,,59
Stress ansteckend,Stress ansteckend,,59
StartseiteNewsIst Stress ansteckend,StartseiteNewsIst Stress ansteckend,,59
Stress,Stress,,59
Wir-Gefühl,Wir-Gefühl,,59
StartseiteNewsIst Stress,StartseiteNewsIst Stress,,59
Universitäten Gießen,Universitäten Gießen,,59
Teilnehmerinnen und Teilnehmer,Teilnehmerinnen und Teilnehmer,,59
Stresshormon Cortisol,Stresshormon Cortisol,,59
ansteckend,ansteckend,,59
StartseiteNewsZu alt,StartseiteNewsZu alt,,59
Tattoos,Tattoos,,59
Tattoos schön,Tattoos schön,,59
Welt zunehmender Beliebtheit,Welt zunehmender Beliebtheit,,59
Frage,Frage,,59
Tätowierungen,Tätowierungen,,59
persönlichen Geschmacks,persönlichen Geschmacks,,59
Frage der Sozialisation,Frage der Sozialisation,,59
Tätowierungen ästhetisch,Tätowierungen ästhetisch,,59
getestet Beruhigender Einfluss,getestet Beruhigender Einfluss,,60
Schmerzen Junge Frauen,Schmerzen Junge Frauen,,60
garantiert nebenwirkungsfreies Schmerzmittel,garantiert nebenwirkungsfreies Schmerzmittel,,60
Junge Frauen getestet,Junge Frauen getestet,,60
Frauen getestet Beruhigender,Frauen getestet Beruhigender,,60
Rückwärts zählen hilft,Rückwärts zählen hilft,,60
Prozent weniger Entspannung,Prozent weniger Entspannung,,60
zählen hilft Foto,zählen hilft Foto,,60
nebenwirkungsfreies Schmerzmittel ausprobieren,nebenwirkungsfreies Schmerzmittel ausprobieren,,60
Beruhigender Einfluss,Beruhigender Einfluss,,60
Nahrungsergänzungsmittel,Nahrungsergänzungsmittel,,61
Curcumin,Curcumin,,61
Kurkuma,Kurkuma,,61
glücklich Freiwilliges Engagement,glücklich Freiwilliges Engagement,,62
Geist der Weihnacht,Geist der Weihnacht,,62
Freiwilliges Engagement,Freiwilliges Engagement,,62
stärkt die Gesundheit,stärkt die Gesundheit,,62
gesund Vom Geist,gesund Vom Geist,,62
glücklich Freiwilliges,glücklich Freiwilliges,,62
Gesundheit Helfen,Gesundheit Helfen,,62
Weihnacht Anderen helfen,Weihnacht Anderen helfen,,62
Engagement Anderen helfen,Engagement Anderen helfen,,62
helfen,helfen,,62
unterschiedliche Bedürfnisse Kitapersonal,unterschiedliche Bedürfnisse Kitapersonal,,63
Kitapersonal ermuntert Eltern,Kitapersonal ermuntert Eltern,,63
Bedürfnisse Kitapersonal ermuntert,Bedürfnisse Kitapersonal ermuntert,,63
erfüllt unterschiedliche Bedürfnisse,erfüllt unterschiedliche Bedürfnisse,,63
Vorlesetag Vorlesen erfüllt,Vorlesetag Vorlesen erfüllt,,63
Vorlesen erfüllt unterschiedliche,Vorlesen erfüllt unterschiedliche,,63
Kitas Vorlesestudie,Kitas Vorlesestudie,,63
Ritual in Kitas,Ritual in Kitas,,63
Bedürfnisse Kitapersonal,Bedürfnisse Kitapersonal,,63
Vorlesen Folge,Vorlesen Folge,,63
Weihnachtsbaum Schöne Weihnachten,Weihnachtsbaum Schöne Weihnachten,,64
Schöne Weihnachten Folge,Schöne Weihnachten Folge,,64
ökologischem Waldbau Rent,ökologischem Waldbau Rent,,64
Feiern ohne Weihnachtsbaum,Feiern ohne Weihnachtsbaum,,64
Robin Wood,Robin Wood,,64
Waldbau Rent,Waldbau Rent,,64
Rent a Weihnachtsbaum,Rent a Weihnachtsbaum,,64
Weihnachtsbaum Schöne,Weihnachtsbaum Schöne,,64
Schöne Weihnachten,Schöne Weihnachten,,64
Weihnachten Folge,Weihnachten Folge,,64
Zeiten von Corona,Zeiten von Corona,,65
Kategorie Impfstatus einführen,Kategorie Impfstatus einführen,,65
Impfstatus einführen Einsamkeit,Impfstatus einführen Einsamkeit,,65
einführen Einsamkeit nimmt,einführen Einsamkeit nimmt,,65
neuer Datingfaktor,neuer Datingfaktor,,65
Partnerwahl Zeig,Partnerwahl Zeig,,65
Impfpass Keine Kategorie,Impfpass Keine Kategorie,,65
Corona zu Folge,Corona zu Folge,,65
StartseiteNewsImpfstatus punktet,StartseiteNewsImpfstatus punktet,,65
Partnerwahl In Zeiten,Partnerwahl In Zeiten,,65
unruhigen Zeiten Ängste,unruhigen Zeiten Ängste,,66
Zeiten Ängste rauben,Zeiten Ängste rauben,,66
gesund Ruckzuck einschlafen,gesund Ruckzuck einschlafen,,66
Schlaf hält fit,Schlaf hält fit,,66
unruhigen Zeiten,unruhigen Zeiten,,66
Zeiten Eine erholsame,Zeiten Eine erholsame,,66
Zeiten Ängste,Zeiten Ängste,,66
Folge uns Schlaflänge,Folge uns Schlaflänge,,66
Einschlafen Folge,Einschlafen Folge,,66
Ruckzuck einschlafen,Ruckzuck einschlafen,,66
psychische Erkrankung,psychische Erkrankung,,69
Annabelle Starck,Annabelle Starck,,69
Tick oder psychische,Tick oder psychische,,69
Betroffenen,Betroffenen,,69
vierthäufigsten psychischen Erkrankungen,vierthäufigsten psychischen Erkrankungen,,69
Gedanken,Gedanken,,69
Anzeichen einer Depression,Anzeichen einer Depression,,67
mittleren Lebensalter gehören,mittleren Lebensalter gehören,,67
Studie zur Gesundheit,Studie zur Gesundheit,,67
Gesundheit von Frauen,Gesundheit von Frauen,,67
Frauen Zusammenhang,Frauen Zusammenhang,,67
Lass die Augen,Lass die Augen,,67
Studie legt nahe,Studie legt nahe,,67
US-amerikanische Studie legt,US-amerikanische Studie legt,,67
mittleren Lebensalter,mittleren Lebensalter,,67
depressiv machen Studie,depressiv machen Studie,,67
Kindern,Kindern,,68
Hepatitis,Hepatitis,,68
Kindern Hepatitis Hepatitis,Kindern Hepatitis Hepatitis,,68
Health Security Agency,Health Security Agency,,68
betroffenen Kindern,betroffenen Kindern,,68
Hepatitis-Fälle bei Kindern,Hepatitis-Fälle bei Kindern,,68
StartseiteNewsHepatitis-Fälle bei Kindern,StartseiteNewsHepatitis-Fälle bei Kindern,,68
Leberentzündung,Leberentzündung,,68
Adenoviren,Adenoviren,,68
Zwangsstörungen,Zwangsstörungen,,69
Psychologin Annabelle Starck,Psychologin Annabelle Starck,,69
Annabelle,Annabelle,,69
Starck,Starck,,69
Michael Schaefer,Michael Schaefer,,70
Iliosakralgelenk,Iliosakralgelenk,,70
ISG,ISG,,70
Schmerzen,Schmerzen,,70
Gelenk,Gelenk,,70
unteren Rücken Wofür,unteren Rücken Wofür,,70
Bandscheibenvorfall ähneln,Bandscheibenvorfall ähneln,,70
Gelenks,Gelenks,,70
erklärt,erklärt,,70
genaue Diagnose,genaue Diagnose,,70
Folgen von Corona,Folgen von Corona,,71
Corona Neues Angebot,Corona Neues Angebot,,71
Angebot der DAK,Angebot der DAK,,71
DAK Hotline,DAK Hotline,,71
Beratungstelefon der DAK-Gesundheit,Beratungstelefon der DAK-Gesundheit,,71
Corona-Lage Folge,Corona-Lage Folge,,71
spezielles Beratungstelefon,spezielles Beratungstelefon,,71
Verlust von Geruchs,Verlust von Geruchs,,71
Long-COVID,Long-COVID,,71
Folgen einer Corona-Infektion,Folgen einer Corona-Infektion,,71
Deutschland rettet Lebensmittel,Deutschland rettet Lebensmittel,,72
Citizen Science,Citizen Science,,72
Einkauf Lebensmittelabfälle,Einkauf Lebensmittelabfälle,,72
Lebensmittel retten beginnt,Lebensmittel retten beginnt,,72
privaten Haushalten,privaten Haushalten,,72
Deutschland rettet,Deutschland rettet,,72
beginnt beim Einkauf,beginnt beim Einkauf,,72
Lebensmittelabfälle in privaten,Lebensmittelabfälle in privaten,,72
StartseiteNewsLebensmittel retten beginnt,StartseiteNewsLebensmittel retten beginnt,,72
Lebensmittel retten,Lebensmittel retten,,72
Zwinkersmiley Sprachliche Stolperfallen,Zwinkersmiley Sprachliche Stolperfallen,,73
Sprachliche Stolperfallen Schau,Sprachliche Stolperfallen Schau,,73
gelungene Kommunikation Schultexte,gelungene Kommunikation Schultexte,,73
Zwinkersmiley Sprachliche,Zwinkersmiley Sprachliche,,73
Textmessenger auszutauschen,Textmessenger auszutauschen,,73
gelungene Kommunikation Jugendliche,gelungene Kommunikation Jugendliche,,73
Kommunikation Schultexte,Kommunikation Schultexte,,73
Schultexte und Textnachrichten,Schultexte und Textnachrichten,,73
Textnachrichten Manche Fehler,Textnachrichten Manche Fehler,,73
Sprachliche Stolperfallen,Sprachliche Stolperfallen,,73
Anatomie Kontrollorgan Blase,Anatomie Kontrollorgan Blase,,74
Kontrollorgan Blase Symptome,Kontrollorgan Blase Symptome,,74
Nebensache der Welt,Nebensache der Welt,,74
schönste Nebensache,schönste Nebensache,,74
Frage der Anatomie,Frage der Anatomie,,74
Anatomie Kontrollorgan,Anatomie Kontrollorgan,,74
Kontrollorgan Blase,Kontrollorgan Blase,,74
Blase Symptome,Blase Symptome,,74
verursacht Eine Frage,verursacht Eine Frage,,74
Blase,Blase,,74
